property_id,location,property_type,size_sqft,num_bedrooms,num_bathrooms,floor_number,total_floors,age_years,furnishing,amenities,distance_to_metro_km,view_score,date_listed,price
644,Chennai,Penthouse,4492,5,3,1,15,1,Semi-Furnished,lift,7.63,2,05-10-2021,55500000
645,Delhi NCR,Apartment,4548,3,4,8,8,5,Unfurnished,"lift,garden,parking,pool,security",4.67,3,06-10-2021,91696000
646,Hyderabad,Apartment,3299,2,1,1,9,7,Unfurnished,"parking,security",7.66,1,07-10-2021,34031000
647,Mumbai,Apartment,3930,5,4,24,7,28,Semi-Furnished,"clubhouse,pool,garden,lift,parking",9.19,1,08-10-2021,108996000
648,Bangalore,Penthouse,3731,2,3,14,37,18,Fully Furnished,"garden,lift",0.57,3,09-10-2021,60458000
649,Bangalore,Apartment,4621,5,3,5,37,4,Fully Furnished,lift,8.97,1,10-10-2021,77091000
650,Pune,Penthouse,4649,5,1,28,6,18,Fully Furnished,garden,2.84,2,11-10-2021,55154000
651,Pune,Apartment,2474,4,1,2,31,23,Semi-Furnished,gym,4.04,3,12-10-2021,28248000
652,Delhi NCR,Studio,3892,2,3,12,23,27,Fully Furnished,"lift,clubhouse,garden",2.55,5,13-10-2021,76483000
653,Bangalore,Apartment,1428,2,2,23,30,27,Fully Furnished,"garden,lift,gym,pool",1.42,4,14-10-2021,26375000
654,Mumbai,Penthouse,3830,3,4,3,16,27,Unfurnished,"clubhouse,pool,parking,garden,security",2.08,4,15-10-2021,103010000
655,Mumbai,Apartment,2690,3,3,28,25,22,Semi-Furnished,"clubhouse,pool,lift,parking,security,gym,garden",7.03,2,16-10-2021,79389000
656,Pune,Apartment,2018,2,3,21,19,2,Semi-Furnished,"lift,garden,gym,pool,clubhouse,security,parking",6.66,2,17-10-2021,24370000
657,Chennai,Studio,2360,5,1,25,32,16,Unfurnished,"gym,pool",6.33,5,18-10-2021,32670000
658,Delhi NCR,Studio,4750,1,3,13,27,21,Fully Furnished,"garden,lift,gym,pool",7.65,2,19-10-2021,91545000
659,Bangalore,Villa,1168,3,1,27,36,6,Fully Furnished,"gym,garden,pool,security,clubhouse,lift,parking",6.35,2,20-10-2021,25092000
660,Delhi NCR,Apartment,828,4,2,13,27,17,Semi-Furnished,"pool,garden",3.16,2,21-10-2021,19708000
661,Chennai,Apartment,523,3,2,18,25,1,Fully Furnished,"gym,lift,pool,clubhouse,security,garden",0.35,2,22-10-2021,8386000
662,Delhi NCR,Apartment,4997,5,1,29,11,6,Fully Furnished,"gym,parking,lift,garden",2.88,4,23-10-2021,98519000
663,Pune,Apartment,389,3,4,24,9,19,Fully Furnished,"gym,clubhouse,parking,garden,pool",6.91,1,24-10-2021,4784000
664,Chennai,Apartment,668,1,1,10,37,3,Semi-Furnished,"clubhouse,garden,security,gym",5.75,3,25-10-2021,11345000
665,Mumbai,Apartment,2147,4,3,29,22,27,Fully Furnished,"pool,parking,gym",6,1,26-10-2021,61269000
666,Hyderabad,Apartment,3636,1,1,11,22,22,Unfurnished,"lift,pool",9.73,4,27-10-2021,37887000
667,Hyderabad,Apartment,4675,2,2,25,26,23,Semi-Furnished,"lift,garden,clubhouse",8.3,3,28-10-2021,47548000
668,Chennai,Villa,1175,4,1,10,14,6,Fully Furnished,"gym,pool",5.05,5,29-10-2021,23219000
669,Hyderabad,Apartment,2182,4,4,4,17,2,Fully Furnished,"lift,pool,garden,clubhouse,parking",9.15,4,30-10-2021,27324000
670,Chennai,Apartment,4976,5,1,12,34,23,Unfurnished,"parking,garden",1.13,3,31-10-2021,60987000
671,Bangalore,Apartment,4913,2,1,2,26,29,Unfurnished,"lift,garden,pool,clubhouse,security",1,5,01-11-2021,82331000
672,Pune,Apartment,2584,1,2,20,39,8,Unfurnished,"pool,security,clubhouse,gym,parking,garden,lift",1.27,4,02-11-2021,27017000
673,Chennai,Apartment,4427,2,2,4,35,17,Fully Furnished,"security,pool,garden,clubhouse",5.98,1,03-11-2021,54280000
674,Delhi NCR,Apartment,3286,4,3,23,9,15,Semi-Furnished,"clubhouse,pool",5.86,3,04-11-2021,68115000
675,Delhi NCR,Villa,929,2,3,5,36,21,Fully Furnished,"garden,clubhouse,security,lift",4.77,2,05-11-2021,22075000
676,Mumbai,Apartment,1470,1,4,29,12,26,Fully Furnished,"gym,parking,security,lift",5.48,1,06-11-2021,45408000
677,Delhi NCR,Penthouse,1605,2,1,22,37,19,Semi-Furnished,lift,8.49,1,07-11-2021,27922000
678,Pune,Apartment,737,5,2,16,15,23,Semi-Furnished,"pool,clubhouse,security,gym,parking,lift",9.52,2,08-11-2021,17077000
679,Mumbai,Penthouse,1063,2,1,25,27,9,Semi-Furnished,"garden,lift",4.02,5,09-11-2021,31840000
680,Delhi NCR,Apartment,3638,2,1,26,20,5,Fully Furnished,"garden,clubhouse,parking",7.69,1,10-11-2021,77443000
681,Hyderabad,Apartment,4915,3,4,21,5,17,Fully Furnished,"security,pool,parking,clubhouse",1.79,2,11-11-2021,55638000
682,Bangalore,Apartment,1211,3,2,24,36,20,Semi-Furnished,"gym,lift,clubhouse,pool,security,parking",1.76,4,12-11-2021,27901000
683,Delhi NCR,Penthouse,4214,3,1,25,29,4,Fully Furnished,"gym,security,garden,pool,parking,clubhouse",4.56,5,13-11-2021,76053000
684,Hyderabad,Apartment,4892,4,2,2,22,11,Semi-Furnished,"garden,security,clubhouse,parking,lift,pool,gym",4.57,2,14-11-2021,50978000
685,Bangalore,Villa,4955,4,1,26,31,22,Unfurnished,"security,pool,parking,garden,lift,clubhouse",8.95,1,15-11-2021,84979000
686,Delhi NCR,Apartment,1682,1,1,26,29,8,Semi-Furnished,"clubhouse,lift,parking,security,garden,gym,pool",8.61,1,16-11-2021,32542000
687,Chennai,Apartment,2261,1,4,25,17,10,Semi-Furnished,pool,1.04,4,17-11-2021,31196000
688,Pune,Studio,1585,4,1,19,24,29,Semi-Furnished,"parking,pool,security",9.41,4,18-11-2021,17916000
689,Mumbai,Apartment,4576,1,4,19,36,29,Fully Furnished,"clubhouse,garden,security,gym,pool,parking,lift",1.93,4,19-11-2021,121759000
690,Chennai,Apartment,914,1,1,4,33,20,Unfurnished,"parking,garden,lift,clubhouse,security",7.39,5,20-11-2021,10195000
691,Delhi NCR,Apartment,1793,2,2,22,36,7,Semi-Furnished,"lift,gym,pool,parking,garden,clubhouse",6.67,3,21-11-2021,39709000
692,Delhi NCR,Apartment,805,4,1,8,33,7,Fully Furnished,"lift,clubhouse,parking,garden",3.77,5,22-11-2021,21143000
693,Mumbai,Apartment,4408,4,2,26,21,28,Unfurnished,"lift,garden",9.52,3,23-11-2021,118355000
694,Bangalore,Villa,2621,4,3,8,30,28,Semi-Furnished,"security,clubhouse,lift,gym,pool,garden,parking",6.28,3,24-11-2021,44992000
695,Mumbai,Apartment,1369,1,1,28,16,7,Semi-Furnished,"garden,pool,parking,lift",6.48,2,25-11-2021,35365000
696,Delhi NCR,Apartment,1086,5,4,28,16,8,Unfurnished,"clubhouse,garden,security,gym,lift,parking",1.55,1,26-11-2021,23378000
697,Hyderabad,Apartment,965,5,3,3,7,12,Unfurnished,"parking,pool,clubhouse,garden,gym,security",2.24,3,27-11-2021,11439000
698,Mumbai,Villa,700,5,4,4,16,26,Semi-Furnished,"clubhouse,garden,gym,parking,lift",8.54,3,28-11-2021,25022000
699,Bangalore,Penthouse,3792,4,1,23,24,1,Semi-Furnished,"garden,security",0.58,1,29-11-2021,65627000
700,Delhi NCR,Villa,371,2,4,28,29,21,Fully Furnished,"parking,lift,pool",6.66,3,30-11-2021,12461000
701,Mumbai,Apartment,2074,3,4,13,39,11,Fully Furnished,"security,lift,pool,parking",8.92,2,01-12-2021,57544000
702,Pune,Apartment,4099,1,2,26,24,27,Fully Furnished,"parking,security,lift,pool,gym,clubhouse",2.44,1,02-12-2021,46305000
703,Bangalore,Apartment,3283,3,2,17,30,19,Fully Furnished,"lift,gym,parking,security,clubhouse,garden",8.13,1,03-12-2021,51834000
704,Pune,Apartment,2142,1,3,25,32,29,Unfurnished,"parking,gym,clubhouse",8.11,4,04-12-2021,25654000
705,Chennai,Apartment,3771,4,1,29,14,19,Fully Furnished,"clubhouse,gym,security,lift,parking,pool,garden",6.67,3,05-12-2021,52661000
706,Pune,Apartment,3741,3,4,25,14,19,Semi-Furnished,"parking,pool,clubhouse,garden,gym,lift",6.52,5,06-12-2021,49660000
707,Chennai,Apartment,2339,2,4,20,21,23,Semi-Furnished,"lift,security,pool,gym,garden",3.93,4,07-12-2021,31050000
708,Bangalore,Penthouse,1066,4,4,12,9,1,Semi-Furnished,security,9.72,3,08-12-2021,23807000
709,Mumbai,Apartment,3389,5,2,11,5,27,Fully Furnished,"pool,lift",4.97,2,09-12-2021,86896000
710,Bangalore,Apartment,4470,3,1,15,36,3,Fully Furnished,"gym,parking,pool,lift,security,garden",4.49,5,10-12-2021,76136000
711,Hyderabad,Apartment,4255,2,4,22,15,24,Unfurnished,"security,lift,gym,parking,pool",8.77,3,11-12-2021,44304000
712,Bangalore,Apartment,3910,4,2,12,37,8,Unfurnished,"gym,garden,clubhouse,security,pool,parking,lift",8.98,2,12-12-2021,66873000
713,Bangalore,Apartment,2994,4,2,19,5,7,Fully Furnished,"clubhouse,lift,parking,pool,security",6.79,3,13-12-2021,53747000
714,Delhi NCR,Apartment,3953,1,2,28,23,26,Semi-Furnished,"parking,gym,lift,pool,garden,security,clubhouse",9.25,4,14-12-2021,83852000
715,Hyderabad,Villa,2262,2,4,28,23,19,Fully Furnished,"pool,security,garden,parking",1.71,2,15-12-2021,25912000
716,Hyderabad,Apartment,2409,5,4,14,28,6,Fully Furnished,lift,7.93,3,16-12-2021,26996000
717,Delhi NCR,Penthouse,4419,5,1,14,29,29,Semi-Furnished,"gym,pool,garden,parking,clubhouse,lift",1.11,5,17-12-2021,91400000
718,Bangalore,Villa,1679,4,1,4,7,3,Fully Furnished,"parking,lift,security,gym",2.45,2,18-12-2021,33796000
719,Delhi NCR,Apartment,1547,1,3,11,38,12,Unfurnished,security,4.68,4,19-12-2021,28713000
720,Hyderabad,Villa,4877,2,4,20,27,11,Fully Furnished,"garden,lift",5.03,5,20-12-2021,52157000
721,Delhi NCR,Villa,2104,1,1,11,27,10,Fully Furnished,"gym,pool",6.51,4,21-12-2021,42884000
722,Delhi NCR,Apartment,551,4,3,29,20,2,Unfurnished,"clubhouse,pool,security,parking,garden,gym",1.79,5,22-12-2021,16135000
723,Bangalore,Apartment,2680,2,1,29,20,0,Fully Furnished,"garden,pool,gym,lift",9.84,2,23-12-2021,45679000
724,Bangalore,Apartment,1231,4,4,19,33,0,Fully Furnished,"gym,garden,security",3.69,2,24-12-2021,19640000
725,Hyderabad,Penthouse,2580,3,3,26,37,23,Unfurnished,"security,gym",2.36,1,25-12-2021,29362000
726,Chennai,Apartment,1408,5,3,4,35,18,Semi-Furnished,security,7.43,2,26-12-2021,19323000
727,Hyderabad,Apartment,1020,1,4,28,5,14,Fully Furnished,"parking,pool",6.43,5,27-12-2021,10673000
728,Mumbai,Apartment,1038,2,4,27,34,21,Unfurnished,"security,clubhouse,garden,parking,pool",6,3,28-12-2021,31778000
729,Chennai,Villa,4250,3,2,1,30,1,Unfurnished,"lift,security",7.71,5,29-12-2021,56781000
730,Mumbai,Villa,4613,3,2,19,36,19,Semi-Furnished,pool,2.95,2,30-12-2021,125873000
731,Hyderabad,Penthouse,1781,2,3,15,23,2,Unfurnished,"gym,security,parking,pool,garden,clubhouse",4.27,1,31-12-2021,19655000
732,Hyderabad,Apartment,1588,4,1,10,10,10,Fully Furnished,lift,0.63,5,01-01-2022,17390000
733,Bangalore,Penthouse,4087,4,4,13,18,8,Semi-Furnished,"clubhouse,security,pool,lift,garden",7.74,1,02-01-2022,69799000
734,Mumbai,Penthouse,2195,4,1,29,33,22,Fully Furnished,"gym,lift,garden,security,parking",7.07,5,03-01-2022,61481000
735,Hyderabad,Apartment,2853,4,1,23,17,20,Semi-Furnished,"garden,parking,lift,security,gym,pool",2.43,3,04-01-2022,31023000
736,Hyderabad,Apartment,609,3,4,29,5,13,Unfurnished,"pool,garden,gym,clubhouse,parking",3.86,2,05-01-2022,10425000
737,Hyderabad,Apartment,4192,4,2,13,37,18,Fully Furnished,"garden,pool,lift,clubhouse,parking,security",9.85,2,06-01-2022,45105000
738,Delhi NCR,Apartment,1934,2,2,8,18,5,Fully Furnished,"garden,lift,pool,security,clubhouse",3.93,2,07-01-2022,44524000
739,Mumbai,Penthouse,4128,3,3,27,11,0,Semi-Furnished,"pool,clubhouse,garden,gym,security",9.3,1,08-01-2022,116839000
740,Hyderabad,Apartment,3731,4,1,2,6,10,Semi-Furnished,clubhouse,5.47,3,09-01-2022,41612000
741,Pune,Villa,2595,4,4,21,29,3,Semi-Furnished,"gym,clubhouse,parking,security,garden",6.43,2,10-01-2022,33019000
742,Pune,Apartment,3141,2,2,1,28,28,Unfurnished,"security,pool,lift,clubhouse,parking",1.4,3,11-01-2022,37038000
743,Hyderabad,Penthouse,2676,3,1,21,12,10,Unfurnished,"clubhouse,pool,gym",4.01,2,12-01-2022,30392000
744,Chennai,Penthouse,2880,3,2,8,23,20,Unfurnished,"garden,clubhouse,lift,pool",6.78,4,13-01-2022,38495000
745,Delhi NCR,Apartment,1684,3,4,22,30,0,Unfurnished,"parking,garden",9.5,4,14-01-2022,34216000
746,Mumbai,Villa,419,1,4,19,6,3,Fully Furnished,"lift,pool,garden,clubhouse,gym,parking",6.67,1,15-01-2022,12252000
747,Delhi NCR,Villa,2954,3,2,6,9,8,Unfurnished,security,4.78,1,16-01-2022,59413000
748,Delhi NCR,Apartment,1921,5,3,27,17,4,Unfurnished,"pool,garden,lift,gym,parking,security",6.02,2,17-01-2022,40125000
749,Bangalore,Apartment,2154,3,1,28,20,17,Semi-Furnished,"garden,lift,parking,clubhouse,security,gym,pool",4.06,2,18-01-2022,38961000
750,Delhi NCR,Apartment,3703,5,2,5,36,16,Unfurnished,"pool,security,lift",2.33,5,19-01-2022,69025000
751,Chennai,Villa,464,3,2,16,19,11,Unfurnished,"clubhouse,pool",2.62,1,20-01-2022,5813000
752,Pune,Apartment,1691,2,3,11,6,3,Fully Furnished,"clubhouse,parking,gym,lift,garden,security,pool",6,1,21-01-2022,21617000
753,Mumbai,Apartment,2255,5,1,1,15,27,Semi-Furnished,"clubhouse,pool,security",2.49,2,22-01-2022,64942000
754,Bangalore,Apartment,2355,1,2,12,22,0,Unfurnished,"garden,pool,parking,clubhouse",1.96,1,23-01-2022,40085000
755,Pune,Apartment,3545,3,3,23,36,28,Fully Furnished,"parking,pool,clubhouse",4.09,4,24-01-2022,41903000
756,Hyderabad,Apartment,4463,2,1,25,26,14,Semi-Furnished,security,1.66,3,25-01-2022,48685000
757,Hyderabad,Apartment,1050,3,2,24,27,3,Fully Furnished,"parking,security,garden,pool,lift,clubhouse,gym",9.94,2,26-01-2022,14968000
758,Bangalore,Apartment,3414,5,3,12,27,1,Semi-Furnished,garden,0.54,1,27-01-2022,58064000
759,Mumbai,Apartment,666,4,3,8,5,15,Semi-Furnished,security,9.07,4,28-01-2022,21662000
760,Bangalore,Penthouse,696,2,4,4,32,17,Fully Furnished,"pool,lift",3.27,1,29-01-2022,16522000
761,Bangalore,Apartment,2912,5,2,2,22,12,Semi-Furnished,clubhouse,8.29,1,30-01-2022,53753000
762,Chennai,Apartment,2808,1,2,7,11,24,Fully Furnished,clubhouse,2.34,3,31-01-2022,38195000
763,Hyderabad,Apartment,4852,1,4,9,21,20,Unfurnished,"clubhouse,parking,lift,gym,garden",3.86,3,01-02-2022,51220000
764,Hyderabad,Penthouse,3407,3,2,19,29,21,Fully Furnished,pool,1.03,4,02-02-2022,39379000
765,Pune,Villa,3999,2,4,10,37,10,Fully Furnished,"garden,lift,pool,parking",4.83,2,03-02-2022,47234000
766,Chennai,Apartment,4360,2,2,25,13,20,Semi-Furnished,"pool,gym,parking,clubhouse,lift,security",3.68,3,04-02-2022,60490000
767,Hyderabad,Apartment,3525,5,2,23,33,19,Fully Furnished,garden,8,2,05-02-2022,35845000
768,Chennai,Apartment,662,5,4,18,21,2,Unfurnished,"clubhouse,lift,pool,garden",2.75,2,06-02-2022,14807000
769,Mumbai,Penthouse,699,1,1,1,5,19,Semi-Furnished,"parking,security",8.75,3,07-02-2022,29993000
770,Chennai,Apartment,1962,2,4,13,29,2,Semi-Furnished,"clubhouse,garden",4.68,4,08-02-2022,28360000
771,Hyderabad,Apartment,4938,1,2,9,23,15,Fully Furnished,"garden,lift",4.09,4,09-02-2022,54925000
772,Delhi NCR,Apartment,2320,4,3,26,36,1,Unfurnished,"security,parking,garden,pool",4.36,5,10-02-2022,48748000
773,Bangalore,Apartment,2102,2,3,1,25,3,Semi-Furnished,"pool,clubhouse,parking,gym",7.32,2,11-02-2022,35284000
774,Mumbai,Apartment,4517,2,2,5,35,6,Semi-Furnished,"gym,garden,security,lift,clubhouse,parking",9.4,4,12-02-2022,124150000
775,Delhi NCR,Apartment,4764,2,2,12,12,27,Fully Furnished,"security,gym,clubhouse,parking,lift,garden,pool",9.18,4,13-02-2022,91810000
776,Mumbai,Apartment,2810,1,2,4,18,0,Fully Furnished,"pool,security,clubhouse,garden",9.44,3,14-02-2022,76205000
777,Hyderabad,Apartment,567,4,1,14,22,27,Fully Furnished,"security,garden,lift",3.15,5,15-02-2022,9023000
778,Delhi NCR,Apartment,457,3,4,29,18,10,Semi-Furnished,"parking,lift,garden,clubhouse,security,pool,gym",1.27,5,16-02-2022,19180000
779,Chennai,Apartment,1954,3,1,11,19,12,Semi-Furnished,"garden,clubhouse,gym,security,lift,pool",6.51,4,17-02-2022,22579000
780,Delhi NCR,Apartment,3328,1,2,13,21,15,Fully Furnished,"parking,lift,garden,gym",1.87,1,18-02-2022,62820000
781,Bangalore,Penthouse,3905,5,3,3,11,19,Fully Furnished,"clubhouse,garden,lift,security,gym,pool",7.65,2,19-02-2022,62328000
782,Hyderabad,Studio,4408,2,4,5,29,3,Unfurnished,"security,clubhouse",3.1,4,20-02-2022,51086000
783,Mumbai,Apartment,2920,2,2,2,12,8,Fully Furnished,"clubhouse,pool,gym,garden,lift",4.3,1,21-02-2022,81484000
784,Mumbai,Apartment,1439,5,4,13,33,2,Semi-Furnished,"security,pool,lift,gym",0.88,5,22-02-2022,47233000
785,Mumbai,Villa,4953,2,4,1,36,3,Fully Furnished,"parking,lift,security,gym,clubhouse,garden",4.44,1,23-02-2022,133548000
786,Mumbai,Villa,2207,5,3,19,23,21,Unfurnished,"parking,pool",8.23,2,24-02-2022,65383000
787,Mumbai,Studio,4637,3,2,2,10,25,Unfurnished,"lift,clubhouse",4.36,3,25-02-2022,123285000
788,Chennai,Apartment,4712,1,2,12,20,15,Fully Furnished,"parking,lift",1.04,2,26-02-2022,58132000
789,Bangalore,Penthouse,742,5,2,10,34,13,Fully Furnished,"security,clubhouse,lift,garden,gym,parking,pool",0.74,1,27-02-2022,13497000
790,Chennai,Apartment,4575,5,1,10,19,16,Semi-Furnished,"parking,gym,security",0.6,1,28-02-2022,56583000
791,Delhi NCR,Villa,1364,1,2,15,27,6,Semi-Furnished,"garden,gym,clubhouse,pool,security",0.23,4,01-03-2022,23953000
792,Bangalore,Studio,1708,5,3,27,36,23,Unfurnished,"parking,clubhouse,garden",1.41,5,02-03-2022,31939000
793,Chennai,Apartment,3119,3,1,9,16,0,Fully Furnished,"pool,gym",0.5,1,03-03-2022,37457000
794,Hyderabad,Villa,4821,5,2,7,37,6,Fully Furnished,"pool,gym,lift,parking,clubhouse,garden,security",3.72,5,04-03-2022,50932000
795,Mumbai,Villa,4680,5,4,16,5,2,Fully Furnished,"clubhouse,parking,pool,gym",1.35,2,05-03-2022,128975000
796,Hyderabad,Apartment,4517,1,3,26,37,22,Semi-Furnished,"security,lift,clubhouse,garden,parking",7.91,1,06-03-2022,49436000
797,Bangalore,Penthouse,4052,4,1,13,20,9,Fully Furnished,"gym,garden,clubhouse,parking",4.83,2,07-03-2022,62928000
798,Bangalore,Apartment,4017,4,3,7,14,4,Fully Furnished,"garden,pool,lift,gym,security,clubhouse,parking",8.27,2,08-03-2022,70359000
799,Pune,Apartment,3849,1,4,5,25,25,Fully Furnished,"garden,parking",0.74,5,09-03-2022,45099000
800,Mumbai,Apartment,3708,4,2,28,13,10,Fully Furnished,clubhouse,2.63,4,10-03-2022,103577000
801,Mumbai,Apartment,4154,4,3,27,8,28,Semi-Furnished,parking,1.5,1,11-03-2022,108820000
802,Bangalore,Apartment,3047,1,2,29,11,15,Unfurnished,"gym,clubhouse,pool,garden",4.17,4,12-03-2022,55196000
803,Pune,Villa,3242,1,3,8,16,28,Fully Furnished,"garden,gym,lift,clubhouse",0.29,1,13-03-2022,36690000
804,Mumbai,Apartment,1308,5,3,27,18,10,Fully Furnished,"clubhouse,lift,pool",6.88,1,14-03-2022,40511000
805,Mumbai,Apartment,1821,1,3,26,36,5,Fully Furnished,"lift,pool,gym,parking,clubhouse",1.7,3,15-03-2022,49730000
806,Hyderabad,Apartment,4315,1,4,15,38,12,Fully Furnished,"lift,garden,clubhouse",0.83,1,16-03-2022,42355000
807,Chennai,Apartment,4243,2,3,17,37,3,Semi-Furnished,"garden,clubhouse,pool,lift,parking,gym,security",6.19,3,17-03-2022,52043000
808,Pune,Apartment,3418,5,3,6,19,4,Fully Furnished,"garden,pool",8.27,3,18-03-2022,40896000
809,Delhi NCR,Apartment,815,1,1,22,26,8,Semi-Furnished,"pool,gym,lift,security,garden,clubhouse,parking",3.6,3,19-03-2022,17465000
810,Bangalore,Apartment,2174,1,4,13,31,6,Fully Furnished,"pool,garden",4.07,5,20-03-2022,40966000
811,Chennai,Villa,4713,5,3,17,8,13,Semi-Furnished,"pool,garden,lift,clubhouse,parking",6.14,3,21-03-2022,60412000
812,Hyderabad,Apartment,4308,5,3,11,18,11,Fully Furnished,"clubhouse,gym,parking",5.69,5,22-03-2022,46904000
813,Bangalore,Apartment,3997,5,3,17,32,5,Semi-Furnished,"pool,security,gym,lift,clubhouse",0.5,1,23-03-2022,71928000
814,Bangalore,Penthouse,4134,1,2,22,9,9,Unfurnished,"lift,pool",7.5,3,24-03-2022,68375000
815,Hyderabad,Studio,1431,1,3,15,36,0,Fully Furnished,"garden,clubhouse,security,parking,pool",6.71,5,25-03-2022,17307000
816,Delhi NCR,Villa,2492,3,1,25,21,11,Fully Furnished,"pool,lift,clubhouse,gym,security",8.88,1,26-03-2022,48215000
817,Delhi NCR,Studio,3773,5,1,2,30,4,Fully Furnished,"garden,lift",4.81,1,27-03-2022,74289000
818,Mumbai,Apartment,475,3,1,15,33,0,Fully Furnished,"clubhouse,lift,parking,gym,security,garden,pool",2.42,5,28-03-2022,20805000
819,Delhi NCR,Apartment,2710,2,3,4,23,14,Fully Furnished,"lift,clubhouse,garden,parking,security,gym",9.79,2,29-03-2022,54202000
820,Mumbai,Studio,2065,3,2,1,6,5,Fully Furnished,"security,garden,pool,parking",7.71,1,30-03-2022,53475000
821,Chennai,Apartment,3080,5,1,22,17,24,Unfurnished,"security,lift,garden,gym,pool,parking,clubhouse",3.95,3,31-03-2022,41860000
822,Delhi NCR,Apartment,351,5,2,19,37,28,Fully Furnished,"gym,garden",8.98,2,01-04-2022,7176000
823,Pune,Penthouse,4794,5,4,23,11,0,Fully Furnished,security,0.73,4,02-04-2022,60026000
824,Mumbai,Apartment,2934,5,2,6,27,25,Unfurnished,"garden,lift,security,clubhouse,pool,parking,gym",2.22,5,03-04-2022,79914000
825,Pune,Penthouse,3159,1,3,1,19,22,Unfurnished,"pool,clubhouse,parking,lift,gym,security,garden",1.53,4,04-04-2022,37147000
826,Bangalore,Villa,388,4,4,24,34,9,Fully Furnished,"garden,gym,parking",9.33,5,05-04-2022,15805000
827,Hyderabad,Penthouse,2043,1,2,20,34,29,Fully Furnished,"clubhouse,parking",2.26,4,06-04-2022,27497000
828,Chennai,Apartment,1419,5,3,29,22,29,Unfurnished,security,5.38,1,07-04-2022,24339000
829,Mumbai,Penthouse,3097,2,2,14,27,6,Semi-Furnished,clubhouse,0.7,5,08-04-2022,81125000
830,Chennai,Apartment,2094,1,3,23,5,4,Semi-Furnished,parking,8.02,2,09-04-2022,26551000
831,Pune,Villa,2532,5,4,26,11,24,Unfurnished,"gym,security",7.01,4,10-04-2022,29903000
832,Delhi NCR,Apartment,2269,1,3,6,36,26,Semi-Furnished,"pool,lift,clubhouse,gym",0.59,4,11-04-2022,48004000
833,Delhi NCR,Apartment,2366,1,4,23,15,2,Semi-Furnished,"security,pool,clubhouse,lift,gym",3.2,5,12-04-2022,46802000
834,Hyderabad,Villa,1580,4,3,21,27,2,Semi-Furnished,"garden,clubhouse,parking,security,gym",7.31,4,13-04-2022,22895000
835,Pune,Villa,2253,2,1,24,22,20,Fully Furnished,"security,garden,lift,clubhouse",4.49,3,14-04-2022,26280000
836,Chennai,Apartment,3440,4,2,18,23,7,Unfurnished,"security,clubhouse,lift,gym,parking,garden,pool",5.15,5,15-04-2022,48564000
837,Bangalore,Penthouse,2431,5,4,15,14,10,Semi-Furnished,"clubhouse,garden,security",4.52,2,16-04-2022,42216000
838,Delhi NCR,Apartment,2383,4,2,10,9,15,Semi-Furnished,"parking,pool,security,garden,gym",3.03,1,17-04-2022,50268000
839,Bangalore,Villa,2943,1,2,26,21,6,Unfurnished,"clubhouse,lift,pool,parking",5.24,1,18-04-2022,53628000
840,Pune,Apartment,3501,2,2,27,26,4,Fully Furnished,clubhouse,7.63,2,19-04-2022,44465000
841,Hyderabad,Apartment,3065,3,1,24,29,3,Fully Furnished,"garden,security,clubhouse,pool,parking,gym,lift",2.7,2,20-04-2022,27924000
842,Pune,Apartment,1787,4,3,20,20,29,Fully Furnished,"pool,security,clubhouse,lift,parking",9.65,5,21-04-2022,20629000
843,Mumbai,Apartment,1286,4,1,1,37,22,Semi-Furnished,"pool,gym,clubhouse,parking,lift",0.41,1,22-04-2022,38112000
844,Hyderabad,Villa,3716,1,2,28,13,23,Unfurnished,"clubhouse,parking,security,gym",7.52,1,23-04-2022,39536000
845,Hyderabad,Villa,2206,3,2,13,21,2,Unfurnished,lift,8.04,5,24-04-2022,27027000
846,Pune,Apartment,4658,4,1,25,24,19,Unfurnished,"parking,garden",2.39,4,25-04-2022,52508000
847,Hyderabad,Villa,2783,1,2,23,33,22,Semi-Furnished,"pool,garden",7.29,5,26-04-2022,27002000
848,Bangalore,Apartment,1748,4,1,14,11,5,Semi-Furnished,"security,pool,parking,gym",2.69,1,27-04-2022,30334000
849,Chennai,Apartment,4039,1,2,27,20,5,Semi-Furnished,"security,garden,parking,clubhouse,gym",7.34,3,28-04-2022,48716000
850,Bangalore,Apartment,2857,1,4,14,18,12,Fully Furnished,"lift,security,pool,gym,garden",5.23,5,29-04-2022,49203000
851,Hyderabad,Penthouse,1414,2,4,22,29,4,Semi-Furnished,"security,gym,clubhouse,lift,pool,garden",2.86,4,30-04-2022,17769000
852,Chennai,Apartment,2411,4,1,14,23,23,Semi-Furnished,pool,4.69,5,01-05-2022,31331000
853,Mumbai,Penthouse,2948,4,1,8,25,18,Unfurnished,"parking,clubhouse,security",5.83,5,02-05-2022,79140000
854,Pune,Apartment,3883,1,3,1,14,14,Fully Furnished,"parking,lift,gym,clubhouse,security,pool",9.28,2,03-05-2022,47326000
855,Delhi NCR,Apartment,4945,4,1,13,29,20,Semi-Furnished,"gym,security,parking",6.13,4,04-05-2022,99592000
856,Hyderabad,Apartment,1631,5,1,19,15,11,Fully Furnished,"clubhouse,pool,parking",0.99,2,05-05-2022,23227000
857,Pune,Villa,4103,5,1,15,9,24,Fully Furnished,"security,clubhouse,pool,gym",7.05,4,06-05-2022,48059000
